name.x,year,downtown_vacancy
Baltimore city,2015,416.381322031544
Baltimore city,2016,383.760697984863
Baltimore city,2017,389.024273958566
Baltimore city,2018,430.454564633123
Baltimore city,2019,410.955711863736
Baltimore city,2020,444.840251694289
Baltimore city,2021,440.953830120769
